CLUTCH_NUMBER,DATE_OF_HATCH,DATE_SAMPLED,MALE,FEMALE,REGION,POPULATION,TEMPERATURE,TANK,LEVEL,REPLICATE,CLUTCH_ORDER,PARENTAL_DAYS_IN_TREATMENT,AGE,AGE_DAYS,SAMPLE_NO,LENGTH,MASS,NOTES
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,2,,0.2463,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,3,,0.4351,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,4,,0.4618,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,5,23.66,0.4492,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,6,24.24,0.4695,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,7,26.74,0.7217,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,8,25.88,0.5903,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,9,26.37,0.6622,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,10,22.24,0.3475,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,11,21.47,0.3013,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,12,26.98,0.6396,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,13,25.43,0.5093,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,14,25.73,0.5554,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,15,25.59,0.5034,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,16,27.84,0.6933,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,17,25.20,0.5498,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,18,24.67,0.4508,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,19,25.81,0.5555,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,20,25.43,0.5487,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,21,25.72,0.5334,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,22,24.66,0.5013,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,23,24.35,0.4466,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,24,24.55,0.4675,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,25,25.35,0.5046,
40,25/12/2022,13/03/2023,CARL237,CARL219,core,Arlington Reef,27,100,1,1,1,29,2.5-month,78,26,22.30,0.3650,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,1,26.40,0.5418,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,2,27.75,0.6865,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,3,26.51,0.6544,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,4,23.06,0.4147,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,5,27.75,0.7259,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,6,24.56,0.4737,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,7,26.34,0.6534,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,8,22.86,0.4448,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,9,25.26,0.5538,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,10,26.11,0.5639,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,11,22.21,0.3495,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,12,22.54,0.4122,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,13,23.25,0.4291,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,14,25.39,0.5524,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,15,25.83,0.5868,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,16,25.50,0.5710,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,17,23.59,0.4544,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,18,22.77,0.3822,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,19,23.72,0.4549,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,20,24.41,0.4832,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,21,24.02,0.4683,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,22,24.11,0.4737,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,23,22.88,0.3863,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,24,23.18,0.4486,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,25,20.96,0.3074,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,26,22.22,0.3572,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,27,25.27,0.5616,
47,29/12/2022,15/03/2023,CARL344,CARL370,core,Arlington Reef,30,100,1,1,1,32,2.5-month,76,28,21.73,0.3913,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,1,22.68,0.3932,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,2,25.19,0.4639,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,3,24.64,0.4309,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,4,24.92,0.4584,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,5,23.42,0.3669,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,6,24.86,0.4915,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,7,24.79,0.4771,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,8,24.65,0.4250,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,9,25.74,0.5156,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,10,23.90,0.4083,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,11,25.46,0.4754,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,12,23.20,0.3510,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,13,22.86,0.3286,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,14,23.66,0.3908,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,15,25.39,0.4778,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,16,23.93,0.4193,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,17,26.58,0.5676,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,18,26.39,0.5535,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,19,20.52,0.2500,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,20,23.99,0.4128,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,21,23.91,0.3976,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,22,21.66,0.2673,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,23,23.41,0.3657,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,24,20.97,0.2578,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,25,22.43,0.3227,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,26,22.45,0.3342,
48,1/01/2023,21/03/2023,CSUD013,CSUD017,core,Sudbury Reef,27,300,3,3,2,33,2.5-month,79,27,20.05,0.2264,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,1,24.18,0.4690,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,2,22.75,0.3727,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,3,20.02,0.2309,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,4,23.62,0.4190,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,5,23.26,0.3950,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,6,22.32,0.3832,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,7,22.20,0.3789,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,8,26.36,0.6530,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,9,23.85,0.3864,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,10,25.33,0.5100,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,11,24.65,0.4753,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,12,22.20,0.3418,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,13,26.54,0.6185,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,14,22.85,0.3594,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,15,25.29,0.4791,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,16,25.50,0.5445,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,17,26.94,0.6146,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,18,24.98,0.4430,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,19,23.56,0.4057,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,20,22.03,0.2956,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,21,21.36,0.2991,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,22,28.86,0.7820,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,23,23.06,0.3643,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,24,25.69,0.5286,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,25,23.34,0.4068,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,26,24.43,0.4443,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,27,25.12,0.4874,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,28,21.43,0.2747,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,29,24.14,0.4358,
49,31/12/2022,16/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,100,1,3,3,34,2.5-month,75,30,23.97,0.3928,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,1,26.13,0.5821,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,2,25.51,0.5740,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,3,25.15,0.5142,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,4,24.25,0.4348,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,5,26.39,0.5775,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,6,21.89,0.3583,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,7,25.45,0.5526,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,8,25.60,0.5225,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,9,23.36,0.4055,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,10,25.93,0.5510,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,11,26.23,0.3217,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,12,26.18,0.6187,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,13,22.95,0.3975,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,14,23.49,0.4374,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,15,24.39,0.4948,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,16,27.68,0.7051,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,17,26.31,0.6501,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,18,27.19,0.6839,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,19,27.06,0.6666,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,20,25.07,0.4795,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,21,26.73,0.6299,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,22,24.84,0.4957,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,23,24.50,0.4821,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,24,25.37,0.5520,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,25,24.86,0.5038,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,26,26.58,0.6700,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,27,24.53,0.4919,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,28,24.12,0.4601,
51,2/01/2023,22/03/2023,CARL218,CARL222,core,Arlington Reef,30,172,1,1,2,36,2.5-month,79,29,20.76,0.2646,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,1,24.08,0.4961,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,2,25.99,0.5788,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,3,25.64,0.5351,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,4,21.97,0.3835,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,5,23.56,0.4436,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,6,24.22,0.4996,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,7,24.56,0.5045,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,8,26.55,0.6577,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,9,19.68,0.2417,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,10,17.01,0.1526,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,11,22.52,0.3350,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,12,25.31,0.4998,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,13,25.86,0.5801,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,14,28.60,0.7688,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,15,22.18,0.3732,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,16,20.81,0.2897,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,17,25.41,0.5432,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,18,20.67,0.2776,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,19,19.74,0.2510,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,20,21.15,0.3045,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,21,22.65,0.3780,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,22,24.79,0.5061,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,23,17.84,0.1787,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,24,23.69,0.4287,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,25,19.13,0.2443,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,26,23.18,0.3961,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,27,24.04,0.4695,
